"label	comment"
"0	不好吃 送得慢 而且 可乐还破了"
"0	第n次去了，一如既往的好，朋友也说好吃，而且很划算哦"
"0	泡菜没有的嘛？#泡菜石锅拌饭#"
"1	我日你妈，吃完就拉肚子，第一次差评"
"1	估计是天气原因造成食物不新鲜，害得我们一家人都拉肚子，请店家对我们负点责好吗？上周五买的，今天周一才缓过来，差点就打卫生局的电话了"
"0	   筷子都没有  怎么吃  味道也不好"
"0	差评，卖家自己清楚"
"0	来吃第二次，味道不错很喜欢。"
"0	这饭太恶心了，你别开了吧！"
"0	饭菜太少了  分不清比到底有没有加辣椒  肉也太少了"
"0	蛮好吃的哦 喜欢鸭头鸭脖也不错"
"0	非常不错，菜品新鲜，分量足，就是筷子要钱，一块钱一双，说是专门从北京寄过来的，一次性筷子，我吃完了就把他带回家了！"
"1	送来的稀饭都凉了，这个不说关键是里面有那种黑点点，很不干净。下次在也不会点了"
"0	环境好，干净。口味好，份量刚好，不会浪费"
"0	没有备注米饭要另外点，搞得现在没有米饭吃"
"0	这个是石锅拌饭，看起就像个炒饭"
"0	一如既往的好吃，也没有以前那么辣了，但是很好吃，很喜欢！"
"0	非常棒！只是价格过于贵了！菜品分量也不足"
"1	蛋糕没装好，损坏"
"0	服务态度极好"
"0	一点儿也不好吃，和我去实体店买的差远了。鸡肉都没有弄好，还有水。看着一点儿食欲都没有。薯条里面什么也没有，"
"0	烤翅特别好吃，除了有点点贵，不过都还是值得。红豆那个好喝，意面还行，披萨嘛一般。老板娘很好，值得去。听说还可以外送了，下次试试。"
"0	烈士墓店的美女态度很好，热情，没有因为是团购而不耐心。多次买了，必须赞！"
"0	点的酸萝卜米线，结果是米粉，味道也差，蛋也没送过来。。还晚半个小时"
"0	味道很不错 价格也实惠 量也多"
"0	很好吃，去过几次了，还会再去的"
"0	好吃！很喜欢，经常来这里吃！喜欢"
"0	吃了好多次了，还是不错的味道"
"0	味道不错，分量足。5个人去吃的，吃不完"
"0	不热 难吃  不会有下一次"
"0	等了2个多小时，我打电问问，商家竟然还说不知道什么时候能送到，还是以一种蜜汁骄傲的语气说“啊呀，不知道什么时候能送”，呵呵，你以为我很贱非买你家的不可吗？要了那么多其他的东西，就只有年糕最多，烤的又硬又老，难吃！"
"0	物美价廉 味道好吃 老板热情 环境一般"
"0	服务周到热情，菜品口味很不错，真心点个赞！！！"
"0	价格便宜，性价比高"
"0	推荐菜：香辣小龙虾、凉拌鲫鱼口味：五颗星分量超足，比起我吃的好多家都足，老板服务态度很好，小两口黑热情，黑随和，性格也超好！喜欢的小伙伴一定不要错过！位置就在阳光家园大门附近，比较好找！！！"
"0	去吃过好几次了，味道很香，基本上不用排队，团购价很划算"
"0	杨家坪才开的店，价格蛮实惠的，喝的抹茶拿铁少糖，还行吧，有机会试一下奶茶"
"0	我们是5个人大中午去吃的 服务员很热情的 吃的山珍锅 汤也很好喝 菜完全够吃 还剩了好多"
"0	位置就在那个车站旁边！   如果在丧尸公园那里下车就要过天桥"
"0	吃完就开始上吐下泄，如果今天检查结果出来确定是因为你们，我一定找你们算账"
"0	很不错，服务态度很好。卫生做的也很干净"
"1	#海南小台农芒  500g#打开一个居然是臭的"
"0	味道没以前好了 送得也越来越慢 饭菜都是冷的"
"1	居然有根头发在土豆泥里面！好恶心！而且土豆泥是酸的！"
"0	很方便，打折后经济又实惠，上班族推荐"
"0	越来越难吃  看不懂配的什么菜   还两荤菜  ？ 两素菜都没有。"
"0	来多次了，感觉还不错。"
"0	不错，味道不错，环境不错，就是上菜速度慢"
"0	简直太棒了！环境很好，分量很足！鱼超好吃！真的非常满意！很上档次一家店！"
"1	都不新鲜，西瓜底部好像快烂了，李子也基本属于专挑的别人选剩下的，苹果梨子恹恹的"
"0	第一次点你们家，包装这些都还很好，分量也还行，但是这个鱼吃起来真的好老，筷子用力夹都夹不散，最后剩了很多都没吃完，感觉不新鲜啊老板，第一次吃到这么老的烤鱼……"
"0	#水果乐园披萨#老板你会吃这个你做出来的东西吗？"
"0	离家近，服务态度好，菜品新鲜，味道还可以"
"0	最多值50块钱，还要110块，分量少，味道很一般"
"0	一直很好，大家都喜欢这里。味道不错，又干净"
"0	位置挺好找，味道挺好，份量很足"
"0	不错，解馋正好"
"0	20块钱，就让我吃冷饭，冷菜，一点温度都没有"
"0	非常好吃，公司聚会，朋友们都很满意。老板对人很好，下次还会再来。"
"0	太难吃了，你们千万别买，真心难吃"
"0	蛋糕好吃  虽说是团购的  但是态度依然很好"
"0	环境好！服务好！味道也好！宴请朋友很不错的！"
"0	  微辣 就是这么辣？"
"0	位置就在炫地2楼、直接往最右边走、很好找。是经常来的一家店、环境好并且整洁干净、比路边的小店卫生很多、厨房是半开放的、让人比较放心。关键是味道很好、量也足够两个人吃、我跟男朋友两个人每次都吃得挺饱的、#鲜榨花生浆# #干锅排骨肉# 简直是最爱。自助的东西也很多、原来团购35.、现在还便宜了、赞～"
"1	差评 不送上楼 大个肚子还要下楼去拿  就是因为不方便才点的外卖  结果还要下楼去拿"
"0	鲜奶紫米露，最爱！"
"0	很喜欢的，不错，味道很好"
"0	老顾客了，还是一如既往的满意！强烈推荐牛肉配干油碟！看起干油碟很辣的样子，其实点都不辣心，是香辣。#牛肉##干油碟##香菜牛肉#"
"0	朋友吃的火鸡胸加沙拉酱，我吃的火烤牛肉加烧烤酱，味道都很不错，蜂蜜燕麦面包很好吃"
"0	分量很足。价格实惠。离我住的地方很近。"
"0	环境，菜品，味道都挺不错的，每天都有特价菜，特价菜品每天不同，也算是个小活动吧，我们去的时候正好是周一，可以买一份葡萄干手抓饭，刚开始还蛮兴奋的，结果最后说卖完了～～～感觉被欺骗感情有木有～～不过每桌可以用三张美团卷，折下来人均消费50多点，吃的很丰盛，可以一试"
"0	一只酸奶牛确实好喝，昨天特意在回家路上打包了两份，里面的紫米露特别好吃，很有嚼劲，装修很有特色，在门口专门放了一只奶牛，很可爱，里面的服务员服务非常到位，还提醒顾客可以团购呢！真心为顾客着想的，希望一只酸奶牛越来"
"0	老板很热情，我们三个男的吃还是不错的！唯一不足就是，到店后，我们额外加了酥肉，酥肉有点失败！其他都还不错！ #黄瓜#"
"0	味道很不错，一张券一个人吃就够了。就是要注意点菜。"
"0	儿子在外面实习，到了生日只能定个蛋糕给他表达心意了。谢谢店里的工作人员，儿子说很好吃！没有照片可以上传，儿子说忘记拍了，一口气就吃完。"
"0	第一次来，真心的不错，味道很好，生意也很好，服务员热情周到，菜品份量足，干净卫生，还是中央空调开放，确实不错，值得推荐，以后会今常光顾"
"0	味道好，服务好，老板更好。而且我们是吃的很饱的那种。3个人都没有吃完团购的菜，红糖糍粑好吃，梅子酒盆友也很喜欢"
"0	不是很好吃，没有食欲看着。反正就是不好吃"
"1	腰果的味道变质了"
"0	很好，中午去的，人不太多，很宽敞、不宣闹，很好的用餐还景。魚有特色，鮮美可口，量也不少，去了四人，还有剩余。"
"0	老顾客了，常去！菜品丰富，好吃不贵。"
"0	无比好吃  辣的过瘾  下次去重庆一定还要再去"
"1	这是什么？虫子吗？哇塞"
"0	很好吃，很卫生的感觉，服务态度也好。"
"0	国庆还去来杯下午茶。挺不错的。"
"0	咸死了，有毒，自己煮的时候每尝味道嘛，"
"0	一如既往的好，非常实惠。适合跟朋友一起，环境看起来不错"
"0	去了几次了，味道还是依然好，会经常去的"
"1	这次是吃的第二次，第一次还觉得可以才会点第二次，热的还闻不出什么味道，一冷了之后就是一阵酸臭味，就像放的勺水油的味道，家人都闻了说是勺水油弄的，真是够失望的"
"1	等了一个小时就算了  里面有头发什麽鬼"
"0	老顾客了 主要是便宜又好哈哈 跨年那天人特别多 等了好久呢那天随便拿个鸡蛋居然是双黄蛋 嘿嘿 2015好兆头"
"0	好吃不贵。"
"0	环境不错，披萨很脆，意大利面也很好吃"
"0	一如既往的好吃，高峰期需要排队，但是味道真的一级棒"
"0	老顾客了，这次是帮朋友订的，她说还不错！"
"0	口味很好，挺不错的，服务也好，"
"0	一如既往的好吃，，万象城必买！"
"0	周五下午到店里订的，水果10寸，店里干净，东西新鲜，半小时做好，确实不错，推荐一下"
"0	打底的海带和黄瓜吃了 鸡脚吃了一个。鸡脚不好吃不够干 水兮兮的  整个菜品看起也不好看"
"0	超级好吃   来思尔   在外地能吃到熟悉的味道好棒"
"0	好吃，分量多，下次还会在来，态度也很好"
"0	环境很有特色，菜品也不错有特色，很喜欢，下次还会去吃"
"1	菜是馊的，太坑爹了"
"1	送错了，我要的肉末茄子，送的不知道什么鬼，打开口袋就是一只蟑螂，是饮料带进来的，饮料上还有蟑螂*.....慢了半个小时"
"0	环境很好，奶茶和果汁味道也很好。。。"
"0	总体来说非常不错！尤其是服务态度很好。我正想着要不要给女儿要一个儿童餐凳，结果服务员就来问我了。牛排也不错，虽然带筋，但不会觉得很难嚼。"
"1	藕已经酸了 变味 拉肚子"
"1	买外卖送苍蝇吗？不想说话&nbsp;自己看吧"
"1	包装挺好，但是菜不好吃，小龙虾不新鲜，而且很咸我不知道是不是故意压味道，虾是否新鲜虾黄味道差别很大，吃完就拉肚子了，蛋炒饭也很咸，那个韭菜炒河虾可以，味道不错。酒的话，甜的，酒精度挺高，但是涩，刮喉，不予评价也许本身就是这样的"
"0	老板人很好 下雨天在这休息简直太棒"
"0	第一次评价差评我儿哄嘛，啥子jb送餐态度，喂黄焖鸡你的外卖。好鸡儿凶你是上帝吗针对了不起。别个旁边的路过都在说这个送餐好凶呀，好不得了全部再说真的这么了不起你干脆不要送餐你去当老板好吧？"
"0	标志6点送到，结果完了15分钟。打个电话过去是四川泸州的，接的人还不知道是谁。"
"1	都是烂的！凤梨更可笑 ！哈密瓜外壳都是烂的"
"0	味道很好 上菜速度很快 服务还是不错 就是服务员太少了"
"0	老板挺不错的，在那diy不觉得拘束，很好，以后还会来"
"0	菜很一般，饭炒难吃，倒软不硬的"
"0	分量很足，味道也很好，卫生环境也不错"
"0	味道不错，分量足，外脆里嫩，以前在别的地方吃过，现在文理学院这里也有很方便。还会再来的。"
"0	菜品不错，三个大人一个娃儿吃不完，服务员态度也不错。"
"1	其它的不做过多的解释，凉皮吃着吃着就出来一根头发这是我唯一不能接受的地方"
"0	服务态度很好，价格挺便宜的，好评！"
"0	我看土豆肉丝应该叫土豆丝，而且迟到一个小时"
"0	和小伙伴一起去吃的，感觉比较便宜。三个人很够"
"0	y服务很好菜品很多口味好不错值得品尝"
"0	这个卤肉饭全是肥肉 一点都不正宗 吃了不想再吃"
"0	去过好多次了，但是是第一次团代金券呢。是大学城我比较喜欢的地方之一了，服务员特别热情服务也很周到～"
"0	特别值！！米线很好吃！老板人也很好！让我们自己呈绿豆，红豆汤！！特别好！"
"0	很好，平时喜欢来这家店，老顾客了。 #花菜炒腊肉# #糖醋鱼# #炒山药# #小黄鱼# #紫菜蛋汤#"
"0	很不错的一次团购，大家都很满意。味道不错，菜品好份量足，我们十四个人吃都足够了！多搞这样的活动，还会继续来的！"
"0	味道很好 茶味也浓 环境也不错"
"0	服务好、味道也很好、分量足，位置也好找"
"0	番茄丸子烩饭超好吃  但服务态度太差  本来套餐里应该会有一个凉菜  但每次来都不给上  只有一次人特别少的时候才给上了  他家的串串也超级超级好吃   但套餐写的免费纸巾  跟他要他也不给   非要买纸巾才可以   这点真的很让人恼火"
"0	去了好几次了，一直都很满意！"
"0	这家火锅味道很好，毛肚，鸭肠都很新鲜。"
"0	配送不满意，其它都好"
"0	哎呀，今天晚上下来班就过来吃，那个小菜哦，随便吃，猪肉套餐好实惠，服务员都是些帅哥，热情大方，烤肉又好吃，无敌了"
"0	美味吃不够"
"1	这藕片馊了！！！！"
"1	番茄坏的，一星都不愿意给"
"0	真的好吃，而且一点都不腻，感觉可以一直吃下去，今天还要去吃吃吃"
"0	蛋糕很好吃，服务态度好，环境不错，下次再来"
"0	味道好极了，第N次购买，服务也很周到"
"0	这家地水煮鱼绝对的好吃，三个人一起迟也迟得饱饱的。虽然位置不太好找，但吃了这么好吃的鱼鱼也值了。老板娘人也很好，分量也特别足。就是忘了拍照了，强烈推荐小伙伴们来他家试试。位置就在时代天街A馆外面的旋转木马对面的路口，一直往下走七八分钟就是咯。绝对的超值啊，下次会带朋友再去吃的"
"0	味道还是很不错 麻辣够味 服务员也热情的"
"0	环境很棒 有格调 双椒牛肉爽翻天天"
"1	实在很难吃，从没吃过这种外卖！饭无味，菜有个味道。一句话吃不下！#盐煎肉炒饭#超难吃，肉肥得要死！#油渣连白#油炸有味道，不新鲜，#榨菜肉丝炒饭#基本是饭，肉看不到！失败的一次购物！"
"0	雨下好大，可是蛋糕店里好温暖。这是第N次团购了，贝尔麦莎确实不错，每一样东东都做得不错。买饮料时还特地嘱咐厂家规定饮品要在几小时内喝完，不然影响品质。还会经常来喔！"
"1	脆骨肉都臭了，还拿出来卖？？？是什么样的心态？"
"0	位置在新世纪百货千叶眼镜和必胜客中间的电梯下去美食汇，第一家就是这家。服务都挺好的，很热情没有团购歧视。环境上来说，位置太小，没有坐的地方，忙起来没法收拾桌子，味道上来说，配菜挺多的，粉更有嚼劲，但是口味上确实需要加强，如果口味上做调整我相信会有更多的人愿意来吃。"
"0	老板人非常好，菜品味道也很棒！价格也很实惠！总之满意好评"
"0	太划算了，最关键额是方便好吃喔"
"0	位置很好找，不需要排队，上菜速度快，分量多，味道很好，经常去吃，"
"0	超大杯，燕麦搭配草莓还有酸奶，喝一杯就饱了，特别好"
"0	味道不错，份量足，下次还会再去"
"0	还是一如既往的好"
"0	蒜香口味的烤鱼开始吃的时候，会有一点感觉味道比较淡，但是吃到后面越来越香！"
"0	吃了好几次了，还要来吃，说明十号吃的"
"0	味道还算可以，服务态度多好的。"
"0	味道好，环境好。"
"0	味道还可以耶"
"1	点儿配菜都没得，还有一股馊味儿"
"0	给我说要满40才送货，满40送你为什么要写满30？最后又让我加了五块钱的东西才送，东西味道一般，汉堡很干，鸡肉炸的太老，我就是实话实说。"
"0	很不错，一如既往的好！！"
"0	贵，没什么好吃的，真无语"
"0	味道好，分量多，老板帅。地段好"
"0	姐姐很好介绍详细~ 茶味浓郁珍珠Q 弹~"
"0	不是我挑，这个面，一点味道都没有！真的不好吃！"
"0	不好吃   啦啦啦啦啦"
"1	非常不满意   奶茶里面有个标签  还写了字  我喝完了才发现  我担心我会不会中毒   生气   烤肠也没熟    无语了#木瓜酸奶（冷）##台湾热狗肠#"
"1	份量少不说，饭还有馊味，没办法吃了"
"0	老顾客了，离家近，和老公经常去；味道不错，价格也合适，会经常光顾"
"0	味道不错，环境也可以，位置偏了一点点，不过还是很好找╮(╯▽╰)╭"
"0	好多水果而且很新鲜，口感很好值得推荐"
"0	还好吧本来买来北环永辉对面用的，商家不让用态度很恶劣"
"0	我只能服了外卖的火锅，麻痹，骗人的，一百多呢，千万不要信，只能有一次的上当，坑死人"
"0	老板很热心 虽然下单有点晚 送货还是很准时"
"0	来2次啦，今天下班醉嘴馋，老板热情，值得推荐，啦啦啦，"
"0	味道好，环境好，价格实惠，下次再去关顾"
"0	立白洗衣液是假的，商家卖假货还狡辩，态度极差"
"0	很好，味道好，份量足，还会光顾！"
"0	味道好，份量足，环境也很好，，，，，，，，"
"1	难吃的都不想说了，包装还是坏的，问送外卖的态度还不好，一分都不想给"
"0	辣椒酱都不拿点……"
"0	味道很好，份量也足！"
"0	味道不错环境优雅适合请客还会再来"
"0	很有感觉的老火锅"
"0	文星湾永辉下去没有多远就到了，没有很难找。11点半左右到还没有很多人，老板人很好，做的很细心。份量也比较足，四个吃货忘了拍照，哈哈哈"
"0	味道很好，很好喝，可以。。。。"
"0	环境好 味道也不错 上菜快是关键"
"0	味道不错，只喜欢到他家去买，其他家味道差很多"
"0	味道还可以，环境一般，分量太少，很少很少。"
"0	先不说好不好吃！送餐速度慢也就不说了！套餐里的的两个饭呢？？？屋里有三个人！看到套餐里说有送两个饭！不够一个饭我还单点了一个饭！也就只有我单点的一个饭！！卖麻批！看到都没心情吃了！打电话过去想问下原因！卖麻批的商家电话都不接！！差评差评差评！"
"0	店家服务态度非常好！因本人不在当地，送给朋友的，服务也很贴心"
"0	不好吃   不合口味"
"1	肉都臭了，面条也不是我下单的面条"
"0	都是老顾客了，你家很棒，味道还是一如既往的好，价格很实惠，值得拥有……"
"0	菜品丰富不错，环境好，上菜速度快。"
"0	好吃好吃，回头客了，分量十足。"
"0	团购比较划算，以后还会来的"
"0	味道依然好！不错，就是觉得微辣有点辣。"
"0	挺满意的，比想象中的要好，"
"0	味道很好，环境也非常不错，推荐食用！"
"0	不想多说⁡⁡⁡⁡"
"0	很好吃 很好看 服务态度也很好 值得称道推荐 同学都说是大学买到过最好吃的蛋糕了 棒耶!#四重奏#"
"0	烤鱼很好吃呀，人很多，每次都等好久"
"0	味道很好~老板很热情~"
"1	好咸，看了评论还不相信，结果真的是那么说的，饭有馊味，脆肠看到都没食欲了"
"0	味道很好，对于喜欢吃麻辣的人来说，绝对是好去处，以后就在这里了，麻辣牛肉配梅子酒，简直绝配"
"0	去得还算早，周末下午六点过去都很多人了，菜品挺新鲜的，味道也很好，麻辣牛肉没吃到，厨房也没有补上，不开心"
"0	不好吃。包装也简单"
"0	说好的加青椒豆瓣呢！！！"
"0	菜品新鲜，味道还不错哦！环境更是赞，这个天，在露台吃个火锅，很享受的。下次还会再光顾的!"
"0	太慢了下次不在这里买了"
"0	好大一碗炒酸奶啊，3块8抢的，哈哈，分量挺足，味道棒！团购其实超级便宜太棒了，下次再来，简直太喜欢了！今天太热，吃炒酸奶冰冰凉凉的，太棒了，最主要是我和男票都很喜欢，下次再去尝试黄桃味的，还有酸奶卷，嗯，哈哈。位置：哈哈运气好，刚好走到农村银行的时候，就看了一下评论，哈哈，太棒了，刚好找到！卖家：很有礼貌，而且态度诚恳哦，还给我们搬板凳。全五分，还会再来，哈哈！哈哈就是葡萄干有点硬，望改进！"
"0	这是第一次吃这家外卖，真的可恶，要求把可乐换成雪碧，就在雪碧里面加水？说是自来水又不对还有一点点雪碧的味道，一点作为商家的道德和素质都没有，下次再也不会买了，要是一个星都不给更好"
"0	菜太少了，并且水果都是坏的"
"0	环境是没说的，菜品也很好，就是满贵的，但算起来团购已经是很优惠的了。"
"0	味道不错，分量足。已经团个好几次了。"
"1	 我朋友吃到了虫，很不卫生请大家不要去了。"
"1	收到后吃了发现虾不新鲜，立马给老板打电话沟通，得到的只有一句话，非说是现杀的。拿着虾壳就软软的，剥开虾头是空的，没有虾黄，肉质吃起是粉的，剥不出一个完整的新鲜的虾来。没有人来恶意差评，第一时间沟通也得不到解决，我也没办法，上图大家看看吧，每年吃N次小龙虾，这次却…… 真心失望，浪费钱。"
"0	看到做出来，干净"
"0	态度非常差！比预计时间晚了半个小时！"
"0	经常过来吃的一家店，味道不错，好吃也不贵 。"
"1	味道挺不错，鱼是已经死了很久的鱼，筷子一夹全散了，调料不知道是回收了吗，里面的大蒜是搜的，吃的人都拉肚子了。"
"0	挺好的，味道不错，推荐朋友过来哦"
"0	整体来说还可以，菜品很丰富，也还不错"
"0	酒店海鲜自助！非常高大上！就在市委里面！免费停车！服务一级棒！"
"0	味道好极了，有两种价格选择，一种是刨冰，一种是酸奶，味道都很好"
"0	蛋糕做得很好，就是送货的太慢了，订的11点晚了半小时"
"1	妈的还有钢丝球 吃下去要死人哦 卫生不达标都能上美团"
"0	特别好，已经去了好几次了。花甲很好吃"
"0	好吃，干净，态度很好。长期喜欢！"
"0	味道不错，服务员很认真，还会继续去的"
"0	很好吃，服务态度也很不错，下次还去。"
"0	很好吃，经常来，店里还有wifi"
"1	蛋里有虫，打开一看吓死我了，还评不了"
"0	not bad，菜品不错免预约很方便"
"0	老顾客，一如既往的好"
"0	又购买了一次，很不错。味道很霸道，每次都想第二次来。"
"0	可以 味道不错"
"0	菜量多得有点意外了，烤鸭相当肥美，量也满分，服务员也会积极换碟，感觉非常满足"
"0	口味不错，没骨头"
"1	这是我第一次在美团上评价，因为第一次吃到这么差劲的东西。卤蛋全碎，基本没有肉只有辣椒，饭稀到让人绝望"
"0	备注里写了不要葱姜蒜，结果饭里还有！"
"0	味道还可以的  团购后价格也不贵"
"0	#原味酸奶紫米露# #黄桃刨酸奶# #芒果优格#"
"0	超喜欢吃他家火锅，味道好菜新鲜，物美价廉的。我都成常客了，以后只要吃火锅七丑丑一定是首选"
"1	6.8元一个猕猴桃放了不知道多久了，皮干的用刀都削不起来，里面都软烂掉了，真是无语"
"0	味道很好，店里面的人态度也很好，就是位置不好找"
"1	吃完就拉肚子了。这次的咖喱味真的很难吃，肉也很腥"
"1	里面居然有蟑螂，这个怎么吃"
"0	来了很多次了，味道不错，服务也不错。"
"0	不良商家，首先说说这所谓的牛肉串，说的50串只有48串，他们以为没人会数恰恰相反我就喜欢，然后这那是什么牛肉，明明就是鸭子肉，他们真是认为我们都没吃过牛肉么，还有那个蒜蓉茄子，我的个天他们完全把他当扇贝来烤了，是我吃过最难吃的，其他都不说了，确实烧烤中味道很差的了，我是不会再买了，这是第一次也是最后一次！"
"0	每次来时代星空都会注意到関三家，每次都说下次来试试，然后今天终于来了。我点的泡椒肉丝加一份丸子。泡椒味虽然看不到红鲜鲜的辣椒油，但味道依然很足。赠送的泡菜非常合我胃口，忍不住找老板多要了一碟。老板很大方，给我了超级多泡菜。总体来说卫生干净，态度好。也不存在分量小的问题，因为米线是免费加的。我打算下次多去试试其他口味。"
"0	味道不错，分量很足，去的晚，人不多，上菜很快，剩好多素的没吃完，肉菜都吃完了，不知道那个豌豆和豌豆焖兔仔有啥关系"
"0	味道好老板漂亮"
"0	味道挺好吃的，关键是还实惠！不错不错"
"0	还可以，服务好，味道也很好，实惠"
"0	经常来吃，一如既往的好，店家很用心"
"0	不错口味很好，服务也可以"
"0	味道很好，价格不高，在自家门口！"
"0	味道不好吃，跟那个外面摊上的砂锅米线差太远，调料也不好吃，不明白那么多人说好吃"
"0	味道非常棒！强烈推荐！必须的！而且超级好吃"
"0	味道很好，团购价格实惠，服务非常周到"
"0	套餐送一份饭自己加了一份。我理解有问题还是你们理解有问题？"
"0	味道还可以，服务好"
"0	很好。味道很好。环境也不错，值得推荐。"
"1	卖家服务超级差，又难得吃，吃了这家饭肚子疼又拉肚子。而且又超级慢，我十一点多点就订起，结果一点多了才给我送来，打电话叫卖家退，还不退，还说要不到好久，一会就到，结果这一等就等到一点多钟，我肚子都饿得遭不住了，害得我中午还没有睡到午觉，别个一个公司的都在睡午觉，我一两点还在吃饭，一个下午上班的没有精神。"
"0	不错，鸭烤得好，菜品新鲜，汤很好。"
"0	好吃，老板人很好，配菜还可以帮我们换了，下次还去。"
"0	货送出来了给我打个电话说酸奶面包没有了，换了一个紫米的，补了一块钱。没了你直接给我退掉那个单品不就行了吗？骑手一直等着让你换你就换，骑手买东西还是我买东西？你这打电话是通知我你给我换了个东西不是跟我商量啊，而且你觉得紫米的好吃不代表我觉得好吃啊！换了个根本不爱吃的面包，退的钱在哪里也没看到，袋子里根本就没有。"
"1	空心菜什么味都没有，毛血旺一个臭味，"
"0	难吃  配送又慢"
"0	总之一句话特别好。特别满意。"
"0	不错，服务很好！"
"0	态度不错，没有因为是美团就怠慢，味道还可以。"
